-0.3	1.22883e-06	4.91531e-05	0.0019661	
-0.299	1.27898e-06	5.1159e-05	0.00204634	
-0.298	1.33118e-06	5.32469e-05	0.00212985	
-0.297	1.38551e-06	5.54199e-05	0.00221676	
-0.296	1.44205e-06	5.76816e-05	0.00230723	
-0.295	1.5009e-06	6.00356e-05	0.00240139	
-0.294	1.56215e-06	6.24856e-05	0.00249939	
-0.293	1.6259e-06	6.50357e-05	0.00260138	
-0.292	1.69226e-06	6.76898e-05	0.00270755	
-0.291	1.76132e-06	7.04522e-05	0.00281804	
-0.29	1.8332e-06	7.33274e-05	0.00293304	
-0.289	1.90801e-06	7.63198e-05	0.00305274	
-0.288	1.98588e-06	7.94345e-05	0.00317732	
-0.287	2.06693e-06	8.26762e-05	0.00330698	
-0.286	2.15128e-06	8.60502e-05	0.00344193	
-0.285	2.23907e-06	8.95619e-05	0.00358239	
-0.284	2.33045e-06	9.32169e-05	0.00372859	
-0.283	2.42556e-06	9.7021e-05	0.00388075	
-0.282	2.52454e-06	0.00010098	0.00403912	
-0.281	2.62757e-06	0.000105101	0.00420395	
-0.28	2.7348e-06	0.000109391	0.0043755	
-0.279	2.84641e-06	0.000113855	0.00455406	
-0.278	2.96257e-06	0.000118501	0.0047399	
-0.277	3.08348e-06	0.000123337	0.00493333	
-0.276	3.20931e-06	0.00012837	0.00513465	
-0.275	3.34028e-06	0.000133609	0.00534419	
-0.274	3.4766e-06	0.000139062	0.00556227	
-0.273	3.61848e-06	0.000144737	0.00578926	
-0.272	3.76615e-06	0.000150643	0.0060255	
-0.271	3.91985e-06	0.000156791	0.00627139	
-0.27	4.07982e-06	0.000163189	0.00652731	
-0.269	4.24631e-06	0.000169849	0.00679367	
-0.268	4.41961e-06	0.00017678	0.0070709	
-0.267	4.59997e-06	0.000183995	0.00735944	
-0.266	4.78769e-06	0.000191503	0.00765976	
-0.265	4.98308e-06	0.000199318	0.00797233	
-0.264	5.18644e-06	0.000207452	0.00829765	
-0.263	5.39809e-06	0.000215918	0.00863625	
-0.262	5.61839e-06	0.000224729	0.00898866	
-0.261	5.84767e-06	0.0002339	0.00935545	
-0.26	6.08631e-06	0.000243445	0.00973721	
-0.259	6.33469e-06	0.00025338	0.0101345	
-0.258	6.59321e-06	0.00026372	0.0105481	
-0.257	6.86227e-06	0.000274481	0.0109785	
-0.256	7.14231e-06	0.000285682	0.0114265	
-0.255	7.43379e-06	0.00029734	0.0118927	
-0.254	7.73715e-06	0.000309474	0.012378	
-0.253	8.0529e-06	0.000322103	0.0128831	
-0.252	8.38153e-06	0.000335247	0.0134088	
-0.251	8.72357e-06	0.000348928	0.0139559	
-0.25	9.07957e-06	0.000363166	0.0145253	
-0.249	9.4501e-06	0.000377986	0.015118	
-0.248	9.83575e-06	0.000393411	0.0157349	
-0.247	1.02371e-05	0.000409464	0.0163769	
-0.246	1.06549e-05	0.000426173	0.0170451	
-0.245	1.10897e-05	0.000443564	0.0177406	
-0.244	1.15423e-05	0.000461664	0.0184644	
-0.243	1.20133e-05	0.000480502	0.0192178	
-0.242	1.25035e-05	0.000500109	0.0200019	
-0.241	1.30138e-05	0.000520517	0.020818	
-0.24	1.35448e-05	0.000541757	0.0216673	
-0.239	1.40976e-05	0.000563863	0.0225513	
-0.238	1.46729e-05	0.000586871	0.0234714	
-0.237	1.52716e-05	0.000610818	0.024429	
-0.236	1.58948e-05	0.000635742	0.0254256	
-0.235	1.65434e-05	0.000661683	0.0264629	
-0.234	1.72185e-05	0.000688682	0.0275425	
-0.233	1.79212e-05	0.000716783	0.0286662	
-0.232	1.86525e-05	0.00074603	0.0298356	
-0.231	1.94136e-05	0.00077647	0.0310528	
-0.23	2.02058e-05	0.000808152	0.0323195	
-0.229	2.10304e-05	0.000841126	0.033638	
-0.228	2.18885e-05	0.000875446	0.0350102	
-0.227	2.27817e-05	0.000911165	0.0364383	
-0.226	2.37114e-05	0.000948342	0.0379247	
-0.225	2.46789e-05	0.000987035	0.0394716	
-0.224	2.5686e-05	0.00102731	0.0410817	
-0.223	2.67341e-05	0.00106922	0.0427574	
-0.222	2.7825e-05	0.00111284	0.0445014	
-0.221	2.89604e-05	0.00115825	0.0463164	
-0.22	3.01421e-05	0.0012055	0.0482055	
-0.219	3.1372e-05	0.00125468	0.0501716	
-0.218	3.26521e-05	0.00130587	0.0522178	
-0.217	3.39844e-05	0.00135915	0.0543474	
-0.216	3.53711e-05	0.00141459	0.0565638	
-0.215	3.68144e-05	0.0014723	0.0588705	
-0.214	3.83165e-05	0.00153237	0.0612712	
-0.213	3.98799e-05	0.00159488	0.0637697	
-0.212	4.15071e-05	0.00165994	0.0663701	
-0.211	4.32007e-05	0.00172765	0.0690763	
-0.21	4.49634e-05	0.00179813	0.0718929	
-0.209	4.67979e-05	0.00187148	0.0748241	
-0.208	4.87073e-05	0.00194782	0.0778748	
-0.207	5.06946e-05	0.00202727	0.0810497	
-0.206	5.27629e-05	0.00210996	0.0843539	
-0.205	5.49156e-05	0.00219602	0.0877926	
-0.204	5.71561e-05	0.00228559	0.0913714	
