yuktype	L1	L2	L3	L4	L5r	L5i	m12sqr	tbeta	mH2_box	mHp_box	a1_box	a2_box	a3_box	tbeta_box	m12sqr_box	mH1	mH2	mHp	a1	a2	a3	mH3	m12sqi	m11sq	m22sq	R11	R12	R13	R21	R22	R23	R31	R32	R33	v	mb	mt	mtau	mc	BSMPT_ok	EWPT_T_c	EWPT_omega_c	S	STU_chisq	T	U	edm_e	edm_e_W	edm_e_kite	hb_H1_channel	hb_H1_expratio	hb_H1_obsratio	hb_H2_channel	hb_H2_expratio	hb_H2_obsratio	hb_H3_channel	hb_H3_expratio	hb_H3_obsratio	hb_Hp_channel	hb_Hp_expratio	hb_Hp_obsratio	hb_result	hs_Chisq_channel	hs_channel	hs_chisq	hs_deltaChisq	hs_deltaChisq_channel	hs_result	maxEV	mu_VBF_WW	mu_VBF_ZZ	mu_VBF_bb	mu_VBF_gamgam	mu_VBF_tautau	mu_VH_WW	mu_VH_ZZ	mu_VH_bb	mu_VH_gamgam	mu_VH_tautau	mu_ggH_WW	mu_ggH_ZZ	mu_ggH_bb	mu_ggH_gamgam	mu_ggH_tautau	mu_ttH_WW	mu_ttH_ZZ	mu_ttH_bb	mu_ttH_gamgam	mu_ttH_tautau	omega_1	omega_1(T_c)	omega_2	omega_2(T_c)	omega_CB	omega_CB(T_c)	omega_CP	omega_CP(T_c)	valid_AbsStab	valid_BFB	valid_BPhys	valid_EWPT	valid_Higgs	valid_STU	valid_Uni	valid_eEDM	GoodPoint	m3sq	disc	zeta_c	Czeta_c	GoodPointNew	ProportionValidConstraints	MeanConstraints	MaxConstraint	penalty_parameter_density	penalty_observable_density	generation	experiment_name	episode_name	Dm11sq	Dm22sq	Dim_m12sq	Dre_m12sq	DL1	DL2	DL3	DL4	Dre_L5	Dim_L5	DTCharged	DT1	DT2	DT3	Dim_L6	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	status_crit_0	T_crit_0	omega_CB_crit_false_0	omega_1_crit_false_0	omega_2_crit_false_0	omega_CP_crit_false_0	omega_CB_crit_true_0	omega_1_crit_true_0	omega_2_crit_true_0	omega_CP_crit_true_0	Lw_0	eta(2)_0	eta(6)_0	eta(10)_0	eta(14)_0	eta(18)_0	transition_history	LwT	Dm11sq	Dm22sq	Dim_m12sq	Dre_m12sq	DL1	DL2	DL3	DL4	Dre_L5	Dim_L5	DTCharged	DT1	DT2	DT3	Dim_L6	status_nlo_stability	status_ewsr	status_tracing	status_coex_pairs	runtime	status_crit_0	T_crit_0	omega_CB_crit_false_0	omega_1_crit_false_0	omega_2_crit_false_0	omega_CP_crit_false_0	omega_CB_crit_true_0	omega_1_crit_true_0	omega_2_crit_true_0	omega_CP_crit_true_0	Lw_0	eta(2)_0	transition_history
1.0	5.2288680071543645	1.7022241903421154	5.2017057893210765	-5.211739869281463	-2.461454560252105	0	68116.677	1.5708672	0.4811994483111723	0.2376672138273844	0.7963998705155558	0.4999993346527166	0.9782256842416154	0.0427901430488687	0.8645783408612401	125.0	547.34652	618.8336099999999	0.9311676599999998	-2.0902500999524187e-06	1.5023903	547.3495517069438	-0.2877686761054369	114605.88193367684	28248.84838291628	0.5968975554062118	0.8023174610749283	-2.090250099950897e-06	-0.0548393116241252	0.0408012264449613	0.9976612199645624	0.8004411022996509	-0.5955014286925499	0.0683526895919376	246.21965079413735	4.18	172.5	1.77682	1.51	1.0	211.2945556640625	221.8459853106681	-0.0061626890950111	3.61682588946556	0.0957459253079448	0.0003052181142039	1.5878293710166327e-32	1.8536902236270831e-32	-2.6854761489722626e-33	12045.0	3.530347239744517	0.7017674254176078	1808023801.0	0.775097145760355	0.7520617474536172	1808023801.0	0.775097145760355	0.7520617474536172	210210076.0	0.7365109639671885	0.980789595140226	1.0	1.1920945420300246	211004836.0	150.09417181817014	-2.454696536171668	-1.1499738816174296	1.0	17.808601093760725	1.0384755237559382	1.0582232564897616	0.9877536742188312	1.0507455828048051	0.9862555194352904	1.040131762527968	1.0599109904293378	0.9893290179751664	1.0524213907886906	0.9878284738218408	0.9443686380026792	0.9623268267503848	0.8982432138895613	0.9555267815381964	0.8968808222297826	0.9443686379987392	0.9623268267463702	0.8982432138858139	0.9555267815342104	0.8968808222260412	132.2229169981387	124.27457469830748	207.70464190924235	183.77015884525773	1.4330923082434103e-06	1.102871803294475e-06	2.4289818161079582e-06	6.859203247599677e-05	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1	299591.53175379225	63.8304581860131	1.0499370635151688	0.0	1	1.0	0.0	0.0	0.0	0.0	436	c2hdm_testingBSMPT_t1h1_empire	153	-3827.2587060816186	-1716.7579635184263	-0.0002978994170784	-9146.92845770003	-1.1202454905200103	-0.4088433509783932	-1.0632045644594612	0	-0.5256414878319025	-2.3009451982019243e-06	0	-1.862645149230957e-09	0.0	-3.0956135432802508e-09	4.846302877172147e-07	off	non_bfb	success	success	35.541	success	211.29938721124793	0.0	0.0	0.0	0.0	2.7829690348867544e-10	124.27218445784835	183.76613679049092	7.210113665224469e-05	0.0305253741972302	4.902182698303555e-16	3.651863016424115e-16				0-(0)->1	6.44999286226878	-3827.2587071229473	-1716.7579639517935	0	-9146.9284581793308	-1.1202454904662735	-0.40884335096683383	-1.0632045644392514	0	-0.52564148785347919	0	-0	9.3132257461547852e-10	-1.3969838619232178e-09	-0	-0	success	non_bfb	success	success	14.423999999999999	success	211.2993937521295	0	0	0	0	5.3893759152519255e-10	124.27217504628335	183.76612091343651	-4.8534411591679946e-11	0.03052536682790348	nan	0-(0)->1
