-0.6999	-8.81887e-08	-4.84561e-05	-2.5886e-08	-1.53129e-05	-2.50732e-07	-0.00041857	-6.41739e-08	-0.000253098	
-0.699752	-2.18419e-07	-4.8444e-05	-6.41156e-08	-1.53091e-05	-6.21003e-07	-0.000418465	-1.58961e-07	-0.000253079	
-0.699528	-4.15694e-07	-4.84258e-05	-1.22033e-07	-1.53033e-05	-1.18191e-06	-0.000418307	-3.02591e-07	-0.00025305	
-0.699202	-7.0356e-07	-4.83992e-05	-2.06562e-07	-1.52947e-05	-2.00045e-06	-0.000418076	-5.12277e-07	-0.000253008	
-0.698746	-1.10479e-06	-4.83623e-05	-3.24407e-07	-1.52828e-05	-3.14141e-06	-0.000417754	-8.04734e-07	-0.000252949	
-0.698136	-1.64081e-06	-4.83132e-05	-4.81891e-07	-1.52668e-05	-4.6658e-06	-0.000417325	-1.19579e-06	-0.00025287	
-0.69735	-2.33125e-06	-4.82504e-05	-6.84826e-07	-1.5246e-05	-6.62957e-06	-0.000416772	-1.70009e-06	-0.000252768	
-0.696366	-3.19382e-06	-4.81727e-05	-9.38475e-07	-1.52198e-05	-9.08323e-06	-0.000416082	-2.33104e-06	-0.000252639	
-0.695165	-4.24436e-06	-4.80791e-05	-1.24758e-06	-1.51876e-05	-1.20721e-05	-0.000415242	-3.10089e-06	-0.00025248	
-0.693729	-5.49716e-06	-4.79689e-05	-1.61642e-06	-1.51485e-05	-1.5637e-05	-0.000414242	-4.02091e-06	-0.000252288	
-0.692041	-6.96523e-06	-4.78419e-05	-2.04893e-06	-1.5102e-05	-1.9815e-05	-0.000413073	-5.1017e-06	-0.000252061	
-0.690085	-8.6607e-06	-4.7698e-05	-2.54877e-06	-1.50473e-05	-2.4641e-05	-0.000411725	-6.35347e-06	-0.000251794	
-0.687845	-1.05953e-05	-4.75376e-05	-3.11946e-06	-1.49837e-05	-3.01481e-05	-0.000410191	-7.78631e-06	-0.000251485	
-0.685304	-1.27805e-05	-4.73612e-05	-3.76444e-06	-1.49101e-05	-3.63692e-05	-0.000408463	-9.41057e-06	-0.000251128	
-0.682443	-1.52285e-05	-4.71697e-05	-4.48723e-06	-1.48255e-05	-4.33378e-05	-0.000406533	-1.12371e-05	-0.00025072	
-0.679255	-1.79429e-05	-4.6965e-05	-5.28877e-06	-1.47293e-05	-5.10636e-05	-0.000404403	-1.32708e-05	-0.000250257	
-0.675732	-2.09252e-05	-4.67494e-05	-6.16918e-06	-1.46204e-05	-5.95486e-05	-0.000402073	-1.5515e-05	-0.000249735	
-0.671868	-2.41772e-05	-4.65258e-05	-7.12852e-06	-1.44981e-05	-6.87959e-05	-0.000399545	-1.79733e-05	-0.00024915	
-0.667686	-2.76749e-05	-4.62986e-05	-8.15897e-06	-1.43623e-05	-7.87334e-05	-0.000396842	-2.06295e-05	-0.000248504	
-0.663208	-3.1396e-05	-4.60724e-05	-9.25293e-06	-1.4213e-05	-8.92927e-05	-0.000393987	-2.34682e-05	-0.000247796	
-0.658455	-3.5321e-05	-4.58514e-05	-1.04035e-05	-1.40502e-05	-0.000100413	-0.000390997	-2.64761e-05	-0.000247027	
-0.653442	-3.94332e-05	-4.56396e-05	-1.16042e-05	-1.38737e-05	-0.000112041	-0.000387891	-2.96406e-05	-0.000246196	
-0.648187	-4.37175e-05	-4.54408e-05	-1.28489e-05	-1.36835e-05	-0.000124125	-0.000384685	-3.29505e-05	-0.000245305	
-0.642704	-4.81602e-05	-4.52585e-05	-1.41315e-05	-1.34794e-05	-0.000136618	-0.000381394	-3.63948e-05	-0.000244352	
-0.637008	-5.27492e-05	-4.50964e-05	-1.54462e-05	-1.32613e-05	-0.000149476	-0.000378032	-3.9963e-05	-0.000243339	
-0.631111	-5.74733e-05	-4.49576e-05	-1.67872e-05	-1.3029e-05	-0.000162655	-0.000374613	-4.3645e-05	-0.000242264	
-0.625028	-6.23226e-05	-4.48455e-05	-1.8149e-05	-1.27823e-05	-0.000176116	-0.000371149	-4.74309e-05	-0.00024113	
-0.618771	-6.72879e-05	-4.47631e-05	-1.95258e-05	-1.25209e-05	-0.000189821	-0.000367652	-5.13109e-05	-0.000239936	
-0.612354	-7.2361e-05	-4.47134e-05	-2.09121e-05	-1.22447e-05	-0.000203734	-0.000364133	-5.52754e-05	-0.000238684	
-0.605789	-7.75346e-05	-4.46992e-05	-2.23026e-05	-1.19535e-05	-0.000217817	-0.000360602	-5.9315e-05	-0.000237375	
-0.599088	-8.28019e-05	-4.47232e-05	-2.36917e-05	-1.16468e-05	-0.000232039	-0.000357069	-6.34201e-05	-0.000236009	
-0.592264	-8.81568e-05	-4.4788e-05	-2.50741e-05	-1.13244e-05	-0.000246367	-0.000353544	-6.75815e-05	-0.000234589	
-0.58533	-9.35936e-05	-4.48962e-05	-2.64445e-05	-1.0986e-05	-0.000260768	-0.000350034	-7.17897e-05	-0.000233117	
-0.5783	-9.91073e-05	-4.50499e-05	-2.77976e-05	-1.06312e-05	-0.000275214	-0.000346547	-7.60354e-05	-0.000231594	
-0.571184	-0.000104693	-4.52515e-05	-2.91284e-05	-1.02596e-05	-0.000289673	-0.000343091	-8.03093e-05	-0.000230024	
-0.563998	-0.000110346	-4.5503e-05	-3.04318e-05	-9.87077e-06	-0.000304119	-0.000339673	-8.46021e-05	-0.000228408	
-0.556793	-0.000116032	-4.58046e-05	-3.1696e-05	-9.46657e-06	-0.000318446	-0.000336316	-8.88815e-05	-0.00022676	
-0.549715	-0.00012164	-4.61501e-05	-3.28949e-05	-9.05468e-06	-0.00033237	-0.000333086	-9.30606e-05	-0.000225113	
-0.542854	-0.000127104	-4.65328e-05	-3.40151e-05	-8.6405e-06	-0.000345731	-0.000330015	-9.70881e-05	-0.000223491	
-0.536258	-0.000132387	-4.69463e-05	-3.50515e-05	-8.22773e-06	-0.000358449	-0.000327119	-0.000100937	-0.00022191	
-0.52995	-0.000137471	-4.73845e-05	-3.60043e-05	-7.81885e-06	-0.000370497	-0.000324398	-0.000104597	-0.000220377	
-0.523939	-0.00014235	-4.78422e-05	-3.68762e-05	-7.41556e-06	-0.000381879	-0.000321849	-0.000108064	-0.000218898	
-0.518221	-0.000147025	-4.83148e-05	-3.76719e-05	-7.01898e-06	-0.000392616	-0.000319462	-0.000111345	-0.000217475	
-0.512789	-0.0001515	-4.87983e-05	-3.83964e-05	-6.62989e-06	-0.000402737	-0.000317227	-0.000114445	-0.00021611	
-0.507632	-0.000155781	-4.92892e-05	-3.90551e-05	-6.24884e-06	-0.000412275	-0.000315136	-0.000117373	-0.000214801	
-0.502737	-0.000159877	-4.97846e-05	-3.96532e-05	-5.87622e-06	-0.000421264	-0.000313176	-0.000120138	-0.000213548	
-0.498093	-0.000163794	-5.02818e-05	-4.01957e-05	-5.51235e-06	-0.000429739	-0.000311339	-0.000122749	-0.00021235	
-0.493687	-0.00016754	-5.07785e-05	-4.06872e-05	-5.15748e-06	-0.000437729	-0.000309616	-0.000125215	-0.000211204	
-0.489508	-0.000171122	-5.12726e-05	-4.1132e-05	-4.81186e-06	-0.000445263	-0.000307999	-0.000127543	-0.00021011	
-0.485545	-0.000174545	-5.17623e-05	-4.1534e-05	-4.4757e-06	-0.000452369	-0.000306481	-0.000129741	-0.000209066	
-0.481789	-0.000177815	-5.22459e-05	-4.1897e-05	-4.14923e-06	-0.000459069	-0.000305055	-0.000131816	-0.000208071	
-0.478231	-0.000180937	-5.27218e-05	-4.22242e-05	-3.83266e-06	-0.000465386	-0.000303716	-0.000133774	-0.000207123	
-0.474862	-0.000183915	-5.31886e-05	-4.25188e-05	-3.52623e-06	-0.00047134	-0.000302458	-0.00013562	-0.000206221	
-0.471676	-0.000186753	-5.3645e-05	-4.27834e-05	-3.23016e-06	-0.000476947	-0.000301277	-0.000137361	-0.000205364	
-0.468665	-0.000189454	-5.40898e-05	-4.30208e-05	-2.94469e-06	-0.000482224	-0.000300169	-0.000139	-0.000204551	
-0.465823	-0.00019202	-5.45217e-05	-4.32334e-05	-2.67007e-06	-0.000487186	-0.00029913	-0.000140541	-0.00020378	
-0.463145	-0.000194455	-5.49398e-05	-4.34232e-05	-2.40655e-06	-0.000491844	-0.000298157	-0.000141989	-0.000203051	
-0.460626	-0.00019676	-5.53429e-05	-4.35923e-05	-2.15438e-06	-0.000496212	-0.000297247	-0.000143347	-0.000202363	
-0.458262	-0.000198937	-5.57302e-05	-4.37426e-05	-1.91384e-06	-0.000500298	-0.000296397	-0.000144618	-0.000201715	
-0.456049	-0.000200986	-5.61006e-05	-4.38758e-05	-1.68518e-06	-0.000504112	-0.000295605	-0.000145805	-0.000201107	
-0.453984	-0.00020291	-5.64533e-05	-4.39934e-05	-1.46868e-06	-0.000507661	-0.000294869	-0.00014691	-0.000200537	
-0.452063	-0.000204708	-5.67874e-05	-4.4097e-05	-1.26462e-06	-0.000510954	-0.000294188	-0.000147935	-0.000200007	
-0.450285	-0.000206382	-5.71021e-05	-4.41879e-05	-1.0733e-06	-0.000513996	-0.000293559	-0.000148882	-0.000199514	
-0.448647	-0.000207931	-5.73965e-05	-4.42671e-05	-8.95019e-07	-0.000516792	-0.000292982	-0.000149752	-0.00019906	
-0.447148	-0.000209354	-5.76699e-05	-4.4336e-05	-7.30104e-07	-0.000519345	-0.000292455	-0.000150547	-0.000198643	
-0.445925	-0.00021052	-5.78956e-05	-4.43895e-05	-5.94343e-07	-0.000521424	-0.000292027	-0.000151195	-0.000198302	
-0.444772	-0.000211623	-5.81107e-05	-4.44377e-05	-4.65272e-07	-0.000523382	-0.000291624	-0.000151804	-0.000197981	
-0.443829	-0.000212527	-5.82884e-05	-4.44756e-05	-3.58937e-07	-0.000524981	-0.000291295	-0.000152302	-0.000197718	
-0.442941	-0.000213382	-5.84571e-05	-4.45099e-05	-2.58119e-07	-0.000526486	-0.000290986	-0.000152771	-0.000197469	
-0.442259	-0.000214039	-5.85874e-05	-4.45353e-05	-1.80393e-07	-0.000527639	-0.000290749	-0.00015313	-0.000197279	
-0.441716	-0.000214563	-5.86919e-05	-4.4555e-05	-1.18185e-07	-0.000528557	-0.00029056	-0.000153416	-0.000197127	
-0.441298	-0.000214968	-5.87728e-05	-4.45699e-05	-7.0028e-08	-0.000529265	-0.000290415	-0.000153636	-0.000197009	
-0.441002	-0.000215254	-5.883e-05	-4.45802e-05	-3.60197e-08	-0.000529763	-0.000290312	-0.000153792	-0.000196927	
-0.440846	-0.000215406	-5.88604e-05	-4.45856e-05	-1.79326e-08	-0.000530028	-0.000290258	-0.000153874	-0.000196883	
