1e-08	-0.169352
1.25893e-08	-0.169352
1.58489e-08	-0.169352
1.99526e-08	-0.169352
2.51189e-08	-0.169352
3.16228e-08	-0.169352
3.98107e-08	-0.169352
5.01187e-08	-0.169352
6.30957e-08	-0.169352
7.94328e-08	-0.169352
1e-07	-0.169352
1.25893e-07	-0.169352
1.58489e-07	-0.169352
1.99526e-07	-0.169352
2.51189e-07	-0.169352
3.16228e-07	-0.169352
3.98107e-07	-0.169352
5.01187e-07	-0.169352
6.30957e-07	-0.169352
7.94328e-07	-0.169352
1e-06	-0.169352
1.25893e-06	-0.169352
1.58489e-06	-0.169352
1.99526e-06	-0.169352
2.51189e-06	-0.169352
3.16228e-06	-0.169352
3.98107e-06	-0.169352
5.01187e-06	-0.169352
6.30957e-06	-0.169352
7.94328e-06	-0.169352
1e-05	-0.169352
1.25893e-05	-0.169352
1.58489e-05	-0.169352
1.99526e-05	-0.169352
2.51189e-05	-0.169352
3.16228e-05	-0.169352
3.98107e-05	-0.169352
5.01187e-05	-0.169352
6.30957e-05	-0.169352
7.94328e-05	-0.169352
0.0001	-0.169352
0.000125893	-0.169352
0.000158489	-0.169352
0.000199526	-0.169352
0.000251189	-0.169352
0.000316228	-0.169352
0.000398107	-0.169352
0.000501187	-0.169352
0.000630957	-0.169352
0.000794328	-0.169352
0.001	-0.169352
0.00125893	-0.169352
0.00158489	-0.169352
0.00199526	-0.169351
0.00251189	-0.169351
0.00316228	-0.169351
0.00398107	-0.169351
0.00501187	-0.16935
0.00630957	-0.169349
0.00794328	-0.169347
0.01	-0.169344
0.0125893	-0.16934
0.0158489	-0.169333
0.0199526	-0.169322
0.0251189	-0.169304
0.0316228	-0.169276
0.0398107	-0.169232
0.0501187	-0.169161
0.0630957	-0.16905
0.0794328	-0.168875
0.1	-0.168598
0.125893	-0.168163
0.158489	-0.167481
0.199526	-0.166418
0.251189	-0.164773
0.316228	-0.162257
0.398107	-0.158466
0.501187	-0.152876
0.630957	-0.144858
0.794328	-0.133776
1	-0.11917
1.25893	-0.101052
1.58489	-0.0802191
1.99526	-0.0584153
2.51189	-0.038079
3.16228	-0.0215846
3.98107	-0.0102761
5.01187	-0.00393886
6.30957	-0.0011532
7.94328	-0.00024128
10	-3.31539e-05
12.5893	-2.68815e-06
15.8489	-1.1233e-07
19.9526	-2.03889e-09
25.1189	-1.29518e-11
31.6228	-2.19188e-14
39.8107	-7.00256e-18
50.1187	-2.73453e-22
63.0957	-7.54461e-28
79.4328	-7.37001e-35
100	-1.06748e-43
